-- Logs begin at Wed 2020-04-01 11:07:14 UTC, end at Wed 2020-04-01 12:53:13 UTC. --
Apr 01 11:50:37 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 01 11:50:38 ubuntu dstat.sh[2685]: [286B blob data]
Apr 01 11:50:38 ubuntu dstat.sh[2685]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 01 11:50:48 ubuntu dstat.sh[2685]: 01-04 11:50:48| 22   8  32  38   2| 625M  401M 86.8M 2742M|8400B 2160B|   0  1968k|   0  58.0 | 798  1710 |1.54 1.45 1.35|1.0   0   0|   0     0 |python2              1632  14% 103k 113k|python3.6            7850   83k 174k1.5%|mysqld       186M|   0     0 |  15    7    0    8    0
Apr 01 11:50:49 ubuntu dstat.sh[2685]: 01-04 11:50:49|  3   2  36  60   1| 625M  400M 86.9M 2742M|3098B 1944B|   0   764k|   0  49.0 | 537   913 |1.66 1.47 1.36|  0 2.0   0|   0     0 |rcu_sched            8    0.5%   0    0 |python2              2793   14k 464B  0%|mysqld       186M|   0     0 |  15    7    0    8    0
Apr 01 11:50:50 ubuntu dstat.sh[2685]: 01-04 11:50:50|  1   2  48  49   1| 626M  399M 87.1M 2742M|5916B 2160B|   0   932k|   0  68.0 | 522  1009 |1.66 1.47 1.36|  0 1.0   0|   0     0 |mysqld               1964 0.5%   0    0 |python2              2793   14k 461B  0%|mysqld       186M|   0     0 |  15    7    0    8    0
Apr 01 11:50:51 ubuntu dstat.sh[2685]: 01-04 11:50:51|  2   2  49  47   0| 626M  399M 87.3M 2742M|4516B 1998B|   0  1052k|   0  79.0 | 558  1085 |1.66 1.47 1.36|  0 1.0   0|   0     0 |mysqld               1964 1.5%   0    0 |python2              2793   14k 462B  0%|mysqld       187M|   0     0 |  15    7    0    8    0
Apr 01 11:50:52 ubuntu dstat.sh[2685]: 01-04 11:50:52|  2   2  43  51   3| 626M  398M 87.4M 2742M|6422B 2106B|   0   984k|   0  71.0 | 607  1074 |1.66 1.47 1.36|  0 1.0   0|   0     0 |keystone-manage      4084 1.5%   0    0 |python2              2793   14k 463B0.5%|mysqld       187M|   0     0 |  15    7    0    8    0
Apr 01 11:50:53 ubuntu dstat.sh[2685]: 01-04 11:50:53|  3   1  49  48   0| 627M  397M 87.6M 2743M|4756B 2160B|   0   884k|   0  62.0 | 521  1013 |1.66 1.47 1.36|  0 1.0   0|   0     0 |mysqld               1964 0.5%   0    0 |python2              2793   14k 463B  0%|mysqld       187M|   0     0 |  15    7    0    8    0
Apr 01 11:50:54 ubuntu dstat.sh[2685]: 01-04 11:50:54|  3   1  21  74   0| 627M  397M 87.6M 2743M|5922B 2106B|   0  2692k|   0  85.0 | 450   712 |2.01 1.55 1.38|  0 2.0   0|   0     0 |python2              2793 0.5%  14k 448B|python2              2793   14k 448B0.5%|mysqld       187M|   0     0 |  15    7    0    8    0
Apr 01 11:50:55 ubuntu dstat.sh[2685]: 01-04 11:50:55|  2   1  29  68   0| 627M  396M 87.7M 2743M|4278B 2214B|   0  2556k|   0  38.0 | 454  1003 |2.01 1.55 1.38|  0 1.0   0|   0     0 |mysqld               1964 1.0%   0    0 |python2              2793   14k 456B  0%|mysqld       187M|   0     0 |  15    7    0    8    0
Apr 01 11:50:56 ubuntu dstat.sh[2685]: 01-04 11:50:56|  1   2  47  49   1| 627M  396M 87.8M 2743M|3637B 1944B|   0  1220k|   0  58.0 | 515   854 |2.01 1.55 1.38|  0 1.0 2.0|   0     0 |rcu_sched            8    0.5%   0    0 |python2              2793   14k 452B  0%|mysqld       187M|   0     0 |  15    7    0    8    0
Apr 01 11:50:57 ubuntu dstat.sh[2685]: 01-04 11:50:57|  7   4  46  43   0| 628M  395M 88.0M 2744M|4219B 2160B|   0  2224k|   0   108 | 773  1378 |2.01 1.55 1.38|  0 1.0   0|   0     0 |mysqld               1964 8.5%   0    0 |python2              2793   14k 468B  0%|mysqld       188M|   0     0 |  15    7    0    8    0
Apr 01 11:50:58 ubuntu dstat.sh[2685]: 01-04 11:50:58| 11   9  38  42   1| 628M  394M 88.2M 2744M|4747B 2160B|   0   884k|   0  90.0 | 803  1528 |2.01 1.55 1.38|  0 1.0   0|   0     0 |mysqld               1964  17%   0    0 |python2              2793   14k 460B0.5%|mysqld       188M|   0     0 |  15    7    0    8    0
Apr 01 11:50:59 ubuntu dstat.sh[2685]: 01-04 11:50:59|  9   9  33  46   3| 628M  394M 88.4M 2744M|5030B 1944B|   0   524k|   0  56.0 | 576  1132 |2.01 1.56 1.39|  0 1.0   0|   0     0 |mysqld               1964  15%   0    0 |python2              2793   14k 463B0.5%|mysqld       188M|   0     0 |  15    7    0    8    0
Apr 01 11:51:00 ubuntu dstat.sh[2685]: 01-04 11:51:00|  8   8  39  38   8| 629M  393M 88.5M 2744M|5519B 2160B|   0   820k|   0  80.0 | 691  1335 |2.01 1.56 1.39|1.0 1.0   0|   0     0 |mysqld               1964  15%   0    0 |python2              2793   14k 462B  0%|mysqld       189M|   0     0 |  15    7    0    7    0
Apr 01 11:51:01 ubuntu dstat.sh[2685]: 01-04 11:51:01|  7   7  43  39   4| 629M  393M 88.7M 2744M|5714B 1944B|   0   984k|   0  78.0 | 676  1256 |2.01 1.56 1.39|  0 1.0   0|   0     0 |mysqld               1964  12%   0    0 |python2              2793   14k 469B  0%|mysqld       189M|   0     0 |  15    7    0    7    0
Apr 01 11:51:02 ubuntu dstat.sh[2685]: 01-04 11:51:02|  3   4  40  49   3| 629M  392M 88.8M 2744M|5244B 2160B|   0   748k|   0  64.0 | 596  1114 |2.01 1.56 1.39|  0 1.0   0|   0     0 |mysqld               1964 5.5%   0    0 |python2              2793   14k 462B  0%|mysqld       189M|   0     0 |  15    7    0    7    0
Apr 01 11:51:03 ubuntu dstat.sh[2685]: 01-04 11:51:03|  6   5  44  39   6| 629M  392M 89.0M 2744M|5048B 1944B|   0   900k|   0  80.0 | 638  1194 |2.01 1.56 1.39|1.0 1.0   0|   0     0 |mysqld               1964  11%   0    0 |python2              2793   14k 450B  0%|mysqld       189M|   0     0 |  15    7    0    7    0
Apr 01 11:51:04 ubuntu dstat.sh[2685]: 01-04 11:51:04|  8   7  40  39   5| 630M  391M 89.1M 2744M|5291B 2160B|   0  2288k|   0  65.0 | 561   752 |2.09 1.58 1.40|  0 3.0   0|   0     0 |mysqld               1964  14%   0    0 |python2              2793   14k 468B0.5%|mysqld       190M|   0     0 |  15    7    0    7    0
Apr 01 11:51:05 ubuntu dstat.sh[2685]: 01-04 11:51:05|  2   2  36  58   2| 630M  392M 89.1M 2744M|3641B 1944B|   0  8600k|   0   134 | 413   591 |2.09 1.58 1.40|  0 1.0   0|   0     0 |kworker/u4:0         298581.0%   0    0 |python2              2793   14k 462B  0%|mysqld       190M|   0     0 |  15    7    0    7    0
Apr 01 11:51:06 ubuntu dstat.sh[2685]: 01-04 11:51:06|  5   5  40  44   5| 630M  391M 89.2M 2744M|5652B 2160B|   0   792k|   0  64.0 | 747  1491 |2.09 1.58 1.40|  0 1.0 2.0|   0     0 |mysqld               1964 7.5%   0    0 |python2              2793   14k 463B  0%|mysqld       190M|   0     0 |  15    7    0    7    0
Apr 01 11:51:07 ubuntu dstat.sh[2685]: 01-04 11:51:07| 12   9  33  43   3| 631M  390M 89.4M 2744M|4069B 1944B|   0  1184k|   0  84.0 | 769  1479 |2.09 1.58 1.40|  0 1.0   0|   0     0 |mysqld               1964  17%   0    0 |python2              2793   14k 468B0.5%|mysqld       190M|   0     0 |  15    7    0    7    0
Apr 01 11:51:08 ubuntu dstat.sh[2685]: 01-04 11:51:08|  8   9  33  35  14| 631M  390M 89.5M 2744M|7066B 2160B|   0  1016k|   0  71.0 | 806  1463 |2.09 1.58 1.40|1.0 1.0   0|   0     0 |mysqld               1964  18%   0    0 |python2              2793   14k 464B  0%|mysqld       191M|   0     0 |  15    7    0    7    0
Apr 01 11:51:09 ubuntu dstat.sh[2685]: 01-04 11:51:09|  8   8  39  36   9| 631M  390M 89.6M 2744M|4630B 1944B|   0  1076k|   0  70.0 | 812  1504 |2.08 1.59 1.40|  0 2.0   0|   0     0 |mysqld               1964  10%   0    0 |python2              2793   14k 470B  0%|mysqld       191M|   0     0 |  15    7    0    7    0
Apr 01 11:51:10 ubuntu dstat.sh[2685]: 01-04 11:51:10|  2   5  44  44   6| 632M  322M 89.7M 2808M|4576B 2160B|   0    22M|   0  59.0 | 529   898 |2.08 1.59 1.40|  0 2.0   0|   0     0 |mysqld               1964 4.0%   0    0 |python2              2793   14k 463B  0%|mysqld       192M|   0     0 |  15    7    0    7    0
Apr 01 11:51:11 ubuntu dstat.sh[2685]: 01-04 11:51:11|  2   1  25  71   3| 632M  322M 89.7M 2808M|4815B 2160B|   0    44M|   0   106 | 383   545 |2.08 1.59 1.40|  0 3.0   0|   0     0 |rcu_sched            8    0.5%   0    0 |python2              2793   14k 463B0.5%|mysqld       192M|   0     0 |  15    7    0    7    0
Apr 01 11:51:12 ubuntu dstat.sh[2685]: 01-04 11:51:12|  2   2  19  73   4| 632M  322M 89.8M 2808M|4722B 1944B|   0  1092k|   0   107 | 569   773 |2.08 1.59 1.40|  0 1.0   0|   0     0 |rcu_sched            8    1.0%   0    0 |python2              2793   14k 452B  0%|mysqld       192M|   0     0 |  15    7    0    7    0
Apr 01 11:51:13 ubuntu dstat.sh[2685]: 01-04 11:51:13|  3   2  44  44   6| 632M  321M 90.0M 2808M|3834B 1944B|   0  1108k|   0  73.0 | 733  1120 |2.08 1.59 1.40|  0   0   0|   0     0 |rcu_sched            8    1.5%   0    0 |python2              2793   14k 457B  0%|mysqld       192M|   0     0 |  15    7    0    7    0
Apr 01 11:51:14 ubuntu dstat.sh[2685]: 01-04 11:51:14|  3   2  45  44   6| 633M  321M 90.1M 2808M|4251B 2160B|   0   864k|   0  62.0 | 641  1002 |2.07 1.60 1.40|  0 1.0   0|   0     0 |mysqld               1964 1.5%   0    0 |python2              2793   14k 463B0.5%|mysqld       192M|   0     0 |  15    7    0    7    0
Apr 01 11:51:15 ubuntu dstat.sh[2685]: 01-04 11:51:15|  2   2  46  44   5| 633M  321M 90.1M 2809M|3738B 1944B|   0   512k|   0  43.0 | 562   968 |2.07 1.60 1.40|  0 1.0   0|   0     0 |rcu_sched            8    1.0%   0    0 |python2              2793   14k 462B  0%|mysqld       192M|   0     0 |  15    7    0    7    0
Apr 01 11:51:16 ubuntu dstat.sh[2685]: 01-04 11:51:16|  2   2  41  50   4| 633M  320M 90.2M 2809M|4542B 2160B|   0   356k|   0  26.0 | 473   823 |2.07 1.60 1.40|  0 1.0 2.0|   0     0 |rcu_sched            8    1.5%   0    0 |python2              2793   14k 461B  0%|mysqld       192M|   0     0 |  15    7    0    7    0
Apr 01 11:51:17 ubuntu dstat.sh[2685]: 01-04 11:51:17| 14  12  26  46   2| 633M  320M 90.2M 2809M|4315B 1944B|   0   552k|   0  61.0 | 574   788 |2.07 1.60 1.40|1.0 4.0   0|   0     0 |mysqld               1964  25%   0    0 |python2              2793   14k 467B0.5%|mysqld       192M|   0     0 |  15    7    0    7    0
Apr 01 11:51:18 ubuntu dstat.sh[2685]: 01-04 11:51:18| 13  10   3  63  11| 633M  320M 90.2M 2809M|3546B 2160B|   0  1564k|   0   143 | 641   866 |2.07 1.60 1.40|  0 5.0   0|   0     0 |mysqld               1964  24%   0    0 |python2              2793   14k 469B  0%|mysqld       192M|   0     0 |  15    7    0    7    0
Apr 01 11:51:19 ubuntu dstat.sh[2685]: 01-04 11:51:19|  5   6  33  51   5| 633M  320M 90.3M 2809M|6310B 1944B|   0  1572k|   0  86.0 | 657  1153 |1.99 1.58 1.40|  0 1.0   0|   0     0 |mysqld               1964 7.0%   0    0 |python2              2793   14k 452B  0%|mysqld       193M|   0     0 |  15    7    0    7    0
Apr 01 11:51:20 ubuntu dstat.sh[2685]: 01-04 11:51:20|  3   4  46  42   6| 633M  320M 90.4M 2809M|4068B 2106B|   0   676k|   0  50.0 | 661  1257 |1.99 1.58 1.40|  0 1.0   0|   0     0 |mysqld               1964 4.0%   0    0 |python2              2793   14k 463B  0%|mysqld       193M|   0     0 |  15    7    0    7    0
Apr 01 11:51:21 ubuntu dstat.sh[2685]: 01-04 11:51:21|  3   2  45  44   5| 634M  319M 90.5M 2809M|3966B 1998B|   0   892k|   0  66.0 | 636  1015 |1.99 1.58 1.40|  0 1.0   0|   0     0 |mysqld               1964 2.0%   0    0 |python2              2793   14k 462B0.5%|mysqld       193M|   0     0 |  15    7    0    7    0
Apr 01 11:51:22 ubuntu dstat.sh[2685]: 01-04 11:51:22|  6   3  47  43   2| 634M  318M 90.7M 2809M|6028B 2160B|   0   972k|   0  67.0 | 767  1341 |1.99 1.58 1.40|  0 1.0   0|   0     0 |mysqld               1964 4.0%   0    0 |python2              2793   14k 462B0.5%|mysqld       193M|   0     0 |  15    7    0    7    0
Apr 01 11:51:23 ubuntu dstat.sh[2685]: 01-04 11:51:23|  5   7  41  42   6| 634M  318M 90.9M 2809M|4833B 2160B|   0  1004k|   0  93.0 | 737  1248 |1.99 1.58 1.40|  0 1.0   0|   0     0 |mysqld               1964  10%   0    0 |python2              2793   14k 462B  0%|mysqld       193M|   0     0 |  15    7    0    7    0
Apr 01 11:51:24 ubuntu dstat.sh[2685]: 01-04 11:51:24|  6   8  34  43   8| 634M  318M 91.0M 2809M|4539B 1944B|   0   948k|   0  82.0 | 715  1679 |1.99 1.59 1.40|  0 1.0   0|   0     0 |mysqld               1964  12%   0    0 |python2              2793   14k 459B  0%|mysqld       193M|   0     0 |  15    7    0    7    0
Apr 01 11:51:25 ubuntu dstat.sh[2685]: 01-04 11:51:25|  3   3  42  43   8| 634M  318M 91.1M 2809M|4709B 2160B|   0   884k|   0  60.0 | 726  1228 |1.99 1.59 1.40|  0 1.0   0|   0     0 |keystone-manage      4084 4.5%4215B2603B|python2              2793   14k 462B0.5%|mysqld       193M|   0     0 |  15    7    0    7    0
Apr 01 11:51:26 ubuntu dstat.sh[2685]: 01-04 11:51:26|  9   6  40  44   2| 635M  317M 91.3M 2809M|5027B 2160B|   0   912k|   0  72.0 | 806  1385 |1.99 1.59 1.40|1.0 1.0 2.0|   0     0 |mysqld               1964  11%   0    0 |python2              2793   14k 462B  0%|mysqld       194M|   0     0 |  15    7    0    7    0
Apr 01 11:51:27 ubuntu dstat.sh[2685]: 01-04 11:51:27| 13  12  32  41   3| 635M  317M 91.4M 2809M|4432B 2106B|   0   988k|   0  75.0 | 809  1141 |1.99 1.59 1.40|1.0 1.0   0|   0     0 |mysqld               1964  22%   0    0 |python2              2793   14k 469B  0%|mysqld       194M|   0     0 |  15    7    0    7    0
Apr 01 11:51:28 ubuntu dstat.sh[2685]: 01-04 11:51:28|  5   3  43  48   1| 635M  316M 91.5M 2809M|3900B 2040B|   0   796k|   0  54.0 | 604  1035 |1.99 1.59 1.40|1.0   0   0|   0     0 |mysqld               1964 4.0%   0    0 |python2              2793   14k 453B  0%|mysqld       194M|   0     0 |  15    7    0    7    0
Apr 01 11:51:29 ubuntu dstat.sh[2685]: 01-04 11:51:29| 10  10  39  39   1| 635M  316M 91.6M 2809M|3776B 2160B|   0   808k|   0  58.0 | 661  1000 |1.99 1.60 1.41|  0 1.0   0|   0     0 |mysqld               1964  17%   0    0 |python2              2793   14k 467B0.5%|mysqld       194M|   0     0 |  15    7    0    7    0
Apr 01 11:51:30 ubuntu dstat.sh[2685]: 01-04 11:51:30|  4   5  45  45   1| 635M  316M 91.8M 2809M|4510B 2214B|   0   876k|   0  66.0 | 720  1452 |1.99 1.60 1.41|  0 1.0   0|   0     0 |mysqld               1964 6.5%   0    0 |python2              2793   14k 461B  0%|mysqld       194M|   0     0 |  15    7    0    7    0
Apr 01 11:51:31 ubuntu dstat.sh[2685]: 01-04 11:51:31| 10  11  35  43   1| 635M  316M 91.9M 2809M|3790B 2148B|   0   736k|   0  66.0 | 630  1131 |1.99 1.60 1.41|  0 1.0   0|   0     0 |mysqld               1964  18%   0    0 |python2              2793   14k 462B  0%|mysqld       194M|   0     0 |  15    7    0    7    0
Apr 01 11:51:32 ubuntu dstat.sh[2685]: 01-04 11:51:32|  8   8  36  46   3| 635M  315M 91.9M 2809M|8878B 2160B|   0   828k|   0  65.0 | 675  1106 |1.99 1.60 1.41|1.0 1.0   0|   0     0 |mysqld               1964  13%   0    0 |python2              2793   14k 451B0.5%|mysqld       194M|   0     0 |  15    7    0    7    0
Apr 01 11:51:33 ubuntu dstat.sh[2685]: 01-04 11:51:33|  4   2  46  48   0| 635M  315M 92.1M 2810M|5125B 1944B|   0  1016k|   0  65.0 | 686  1174 |1.99 1.60 1.41|1.0   0   0|   0     0 |mysqld               1964 2.5%   0    0 |python2              2793   14k 468B  0%|mysqld       194M|   0     0 |  15    7    0    4    0
Apr 01 11:51:34 ubuntu dstat.sh[2685]: 01-04 11:51:34| 10  14  36  40   1| 636M  315M 92.2M 2810M|3574B 2160B|   0  1068k|   0  86.0 | 756  1336 |1.99 1.61 1.41|1.0 1.0   0|   0     0 |mysqld               1964  19%   0    0 |python2              2793   13k 459B0.5%|mysqld       195M|   0     0 |  15    7    0    4    0
Apr 01 11:51:35 ubuntu dstat.sh[2685]: 01-04 11:51:35| 16  13  40  29   2| 636M  314M 92.3M 2809M|4585B 1944B|   0  1072k|   0  70.0 | 942  2184 |1.99 1.61 1.41|1.0   0   0|   0     0 |mysqld               1964  22%   0    0 |keystone-manage      4084   11k6053B4.0%|mysqld       195M|   0     0 |  15    7    0    4    0
Apr 01 11:51:36 ubuntu dstat.sh[2685]: 01-04 11:51:36|  6   6  44  43   2| 636M  314M 92.4M 2810M|7791B 2160B|   0  1208k|   0  77.0 | 754  1504 |1.99 1.61 1.41|  0 1.0 2.0|   0     0 |mysqld               1964 6.5%   0    0 |python2              2793   13k 465B  0%|mysqld       195M|   0     0 |  15    7    0    4    0
Apr 01 11:51:37 ubuntu dstat.sh[2685]: 01-04 11:51:37|  8   9  43  38   1| 636M  314M 92.6M 2809M|3293B 1944B|   0  1272k|   0  86.0 | 798  1621 |1.99 1.61 1.41|  0 1.0   0|   0     0 |mysqld               1964  12%   0    0 |python2              2793   13k 469B0.5%|mysqld       195M|   0     0 |  15    7    0    4    0
Apr 01 11:51:38 ubuntu dstat.sh[2685]: 01-04 11:51:38| 13  14  21  52   1| 636M  314M 92.6M 2810M|4511B 1944B|   0   904k|   0  52.0 | 585   969 |1.99 1.61 1.41|  0 1.0   0|   0     0 |mysqld               1964  24%   0    0 |python2              2793   13k 457B  0%|mysqld       195M|   0     0 |  15    7    0    5    0
Apr 01 11:51:39 ubuntu dstat.sh[2685]: 01-04 11:51:39|  6   6  41  45   2| 636M  313M 92.7M 2810M|4688B 2160B|   0  1168k|   0  76.0 | 640  1260 |1.99 1.61 1.41|1.0 1.0   0|   0     0 |mysqld               1964  10%   0    0 |python2              2793   14k 463B  0%|mysqld       195M|   0     0 |  15    7    0    4    0
Apr 01 11:51:40 ubuntu dstat.sh[2685]: 01-04 11:51:40|  9   7  41  39   3| 637M  313M 92.9M 2810M|3813B 1944B|   0  1344k|   0  86.0 | 722  1482 |1.99 1.61 1.41|1.0 1.0   0|   0     0 |mysqld               1964  13%   0    0 |python2              2793   13k 469B  0%|mysqld       196M|   0     0 |  15    7    0    4    0
Apr 01 11:51:41 ubuntu dstat.sh[2685]: 01-04 11:51:41| 34  27  22  10   6| 637M  312M 92.9M 2810M|5035B 2160B|   0   640k|   0  37.0 | 835  2152 |1.99 1.61 1.41|  0 2.0   0|   0     0 |python2              1632  34% 231k 251k|python3.6            7850  267k 556k4.0%|mysqld       196M|   0     0 |  15    7    0    4    0
Apr 01 11:51:42 ubuntu dstat.sh[2685]: 01-04 11:51:42| 14  15  37  31   4| 637M  312M 93.1M 2810M|  12k 1944B|   0  1268k|   0  83.0 | 935  1542 |1.99 1.61 1.41|  0 1.0   0|   0     0 |mysqld               1964  23%   0    0 |python2              1632   36k  40k6.0%|mysqld       196M|   0     0 |  15    7    0    4    0
Apr 01 11:51:43 ubuntu dstat.sh[2685]: 01-04 11:51:43| 11   8  42  37   2| 637M  311M 93.3M 2810M|5738B 2146B|   0  1332k|   0  98.0 | 971  2302 |1.99 1.61 1.41|  0 1.0   0|   0     0 |mysqld               1964  13%   0    0 |python2              2793   13k 466B  0%|mysqld       196M|   0     0 |  15    7    0    1    0
Apr 01 11:51:44 ubuntu dstat.sh[2685]: 01-04 11:51:44|  7   6  43  43   2| 637M  311M 93.3M 2810M|4532B 1998B|   0  1304k|   0  93.0 | 747  1300 |2.07 1.64 1.42|  0 1.0   0|   0     0 |mysqld               1964 8.0%   0    0 |python2              2793   13k 471B0.5%|mysqld       196M|   0     0 |  15    7    0    1    0
Apr 01 11:51:45 ubuntu dstat.sh[2685]: 01-04 11:51:45| 13  12  35  38   2| 638M  311M 93.5M 2810M|5247B 1998B|   0  1076k|   0  87.0 | 883  1574 |2.07 1.64 1.42|1.0   0   0|   0     0 |mysqld               1964  21%   0    0 |python2              2793   13k 469B0.5%|mysqld       196M|   0     0 |  15    7    0    1    0
Apr 01 11:51:46 ubuntu dstat.sh[2685]: 01-04 11:51:46|  6   9  38  46   2| 638M  310M 93.7M 2810M|4757B 1944B|   0  1096k|   0  77.0 | 778  1309 |2.07 1.64 1.42|1.0 1.0 2.0|   0     0 |mysqld               1964  12%   0    0 |python2              2793   13k 465B  0%|mysqld       196M|   0     0 |  15    7    0    1    0
Apr 01 11:51:47 ubuntu dstat.sh[2685]: 01-04 11:51:47|  4   1  41  51   3| 638M  310M 93.8M 2810M|4022B 2160B|   0   840k|   0  59.0 | 638  1244 |2.07 1.64 1.42|  0 1.0   0|   0     0 |mysqld               1964 1.5%   0    0 |python2              2793   13k 469B  0%|mysqld       196M|   0     0 |  15    7    0    1    0
Apr 01 11:51:48 ubuntu dstat.sh[2685]: 01-04 11:51:48|  7   2  44  46   1| 638M  310M 93.8M 2810M|3664B 1944B|   0   764k|   0  44.0 | 717  1453 |2.07 1.64 1.42|  0 1.0   0|   0     0 |keystone-manage      4084 4.0%5560B3664B|python2              2793   13k 462B  0%|mysqld       196M|   0     0 |  15    7    0    1    0
Apr 01 11:51:49 ubuntu dstat.sh[2685]: 01-04 11:51:49|  2   1  43  53   1| 638M  310M 93.9M 2810M|4226B 2160B|   0   736k|   0  44.0 | 461   783 |1.99 1.63 1.42|  0 1.0   0|   0     0 |mysqld               1964 1.0%   0    0 |python2              2793   13k 462B  0%|mysqld       196M|   0     0 |  15    7    0    1    0
Apr 01 11:51:50 ubuntu dstat.sh[2685]: 01-04 11:51:50| 18  15  26  38   3| 638M  310M 94.0M 2810M|3945B 1944B|   0  1076k|   0  79.0 | 858  1289 |1.99 1.63 1.42|  0 1.0   0|   0     0 |mysqld               1964  29%   0    0 |python2              2793   13k 455B0.5%|mysqld       196M|   0     0 |  15    7    0    1    0
Apr 01 11:51:51 ubuntu dstat.sh[2685]: 01-04 11:51:51| 12   6  40  37   6| 638M  309M 94.1M 2810M|3981B 2160B|   0   896k|   0  62.0 | 820  1797 |1.99 1.63 1.42|  0 1.0   0|   0     0 |mysqld               1964  13%   0    0 |python2              2793   13k 465B  0%|mysqld       196M|   0     0 |  15    7    0    1    0
