-- Logs begin at Wed 2020-04-01 07:14:24 UTC, end at Wed 2020-04-01 08:47:21 UTC. --
Apr 01 07:59:10 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Apr 01 07:59:11 ubuntu dstat.sh[1332]: [286B blob data]
Apr 01 07:59:11 ubuntu dstat.sh[1332]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Apr 01 07:59:39 ubuntu dstat.sh[1332]: 01-04 07:59:39|  2   1   0  97   0| 629M  510M 89.6M 2631M|3836B 1944B|   0  1224k|   0  93.0 | 491   681 |1.68 1.47 1.32|2.0 1.0   0|   0     0 |mysqld               587  1.0%   0    0 |python2              1531   14k 444B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
Apr 01 07:59:40 ubuntu dstat.sh[1332]: 01-04 07:59:40|  1   2  22  74   0| 629M  509M 89.6M 2632M|3871B 1728B|   0    10M|   0  57.0 | 400  1115 |1.68 1.47 1.32|  0 2.0 2.0|   0     0 |accounts-daemon      898  0.5%   0    0 |python2              1531   14k 449B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
Apr 01 07:59:41 ubuntu dstat.sh[1332]: 01-04 07:59:41|  2   1  47  51   0| 629M  509M 89.7M 2632M|3254B 1822B|   0   816k|   0  36.0 | 352   815 |1.68 1.47 1.32|  0 1.0   0|   0     0 |python2              1531 0.5%  14k 459B|python2              1531   14k 459B0.5%|mysqld       187M|   0     0 |  16    7    0    6    0
Apr 01 07:59:42 ubuntu dstat.sh[1332]: 01-04 07:59:42|  2   2  48  48   0| 629M  509M 89.7M 2632M|3375B 1944B|   0   668k|   0  46.0 | 404   869 |1.71 1.48 1.32|  0 1.0   0|   0     0 |kworker/0:1H         159  0.5%   0    0 |python2              1531   14k 447B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
Apr 01 07:59:43 ubuntu dstat.sh[1332]: 01-04 07:59:43|  3   2  40  56   0| 629M  509M 89.8M 2632M|4447B 1944B|   0   564k|   0  42.0 | 391   798 |1.71 1.48 1.32|  0 1.0   0|   0     0 |mysqld               587  0.5%   0    0 |python2              1531   14k 451B  0%|mysqld       187M|   0     0 |  16    7    0    6    0
Apr 01 07:59:44 ubuntu dstat.sh[1332]: 01-04 07:59:44|  2   2  44  52   1| 630M  508M 90.0M 2632M|4030B 1944B|   0   752k|   0  66.0 | 479  1045 |1.71 1.48 1.32|1.0 1.0   0|   0     0 |mysqld               587  2.0%   0    0 |python2              1531   14k 443B  0%|mysqld       188M|   0     0 |  16    7    0    6    0
Apr 01 07:59:45 ubuntu dstat.sh[1332]: 01-04 07:59:45|  6   4  17  73   1| 630M  508M 90.0M 2632M|3041B 1728B|   0   712k|   0  50.0 | 386   637 |1.71 1.48 1.32|  0 1.0   0|   0     0 |mysqld               587  8.0%   0    0 |python2              1531   14k 464B0.5%|mysqld       188M|   0     0 |  16    7    0    6    0
Apr 01 07:59:46 ubuntu dstat.sh[1332]: 01-04 07:59:46|  9   8  39  44   0| 630M  508M 90.1M 2632M|4711B 1944B|   0   400k|   0  41.0 | 478   967 |1.71 1.48 1.32|  0 1.0   0|   0     0 |mysqld               587   14%   0    0 |python2              1531   14k 461B  0%|mysqld       188M|   0     0 |  16    7    0    6    0
Apr 01 07:59:47 ubuntu dstat.sh[1332]: 01-04 07:59:47|  8   7  43  43   1| 631M  507M 90.2M 2632M|3257B 1944B|   0   524k|   0  47.0 | 453  1004 |1.65 1.47 1.32|  0 1.0   0|   0     0 |mysqld               587   11%   0    0 |python2              1531   14k 443B  0%|mysqld       188M|   0     0 |  16    7    0    6    0
Apr 01 07:59:48 ubuntu dstat.sh[1332]: 01-04 07:59:48|  9   7  41  44   1| 630M  507M 90.3M 2632M|3573B 1944B|   0   424k|   0  40.0 | 457   996 |1.65 1.47 1.32|  0 1.0   0|   0     0 |mysqld               587   13%   0    0 |python2              1531   14k 461B0.5%|mysqld       188M|   0     0 |  16    7    0    6    0
Apr 01 07:59:49 ubuntu dstat.sh[1332]: 01-04 07:59:49|  8   6  43  43   1| 631M  507M 90.4M 2632M|5114B 1728B|   0   388k|   0  39.0 | 442   917 |1.65 1.47 1.32|1.0 1.0   0|   0     0 |mysqld               587   12%   0    0 |python2              1531   14k 462B  0%|mysqld       188M|   0     0 |  16    7    0    6    0
Apr 01 07:59:50 ubuntu dstat.sh[1332]: 01-04 07:59:50|  8   7  40  44   1| 631M  506M 90.5M 2632M|4494B 1890B|   0   932k|   0  75.0 | 594  1413 |1.65 1.47 1.32|  0 1.0 2.0|   0     0 |mysqld               587   11%   0    0 |python2              1531   14k 457B0.5%|mysqld       189M|   0     0 |  16    7    0    6    0
Apr 01 07:59:51 ubuntu dstat.sh[1332]: 01-04 07:59:51| 10  10  47  33   0| 631M  505M 90.6M 2632M|5242B 1944B|   0   864k|   0  75.0 | 551  1084 |1.65 1.47 1.32|  0 1.0   0|   0     0 |mysqld               587   17%   0    0 |python2              1531   14k 468B  0%|mysqld       189M|   0     0 |  16    7    0    6    0
Apr 01 07:59:52 ubuntu dstat.sh[1332]: 01-04 07:59:52| 12   7  45  36   0| 632M  505M 90.8M 2632M|2954B 1782B|   0   812k|   0  75.0 | 534  1235 |1.68 1.48 1.32|1.0 1.0   0|   0     0 |mysqld               587   17%   0    0 |python2              1531   14k 453B  0%|mysqld       189M|   0     0 |  16    7    0    6    0
Apr 01 07:59:53 ubuntu dstat.sh[1332]: 01-04 07:59:53| 13  16  48  23   0| 632M  504M 91.0M 2632M|4270B 1944B|   0  1144k|   0  93.0 | 608  1252 |1.68 1.48 1.32|  0 1.0   0|   0     0 |mysqld               587   25%   0    0 |python2              1531   14k 459B  0%|mysqld       189M|   0     0 |  16    7    0    6    0
Apr 01 07:59:54 ubuntu dstat.sh[1332]: 01-04 07:59:54| 14  11  26  49   0| 632M  504M 91.1M 2632M|4191B 1944B|   0   580k|   0  50.0 | 523  1056 |1.68 1.48 1.32|  0 1.0   0|   0     0 |mysqld               587   22%   0    0 |python2              1531   14k 465B  0%|mysqld       190M|   0     0 |  16    7    0    6    0
Apr 01 07:59:55 ubuntu dstat.sh[1332]: 01-04 07:59:55| 11  12  42  35   0| 633M  504M 91.2M 2632M|4507B 1782B|   0  1468k|   0  86.0 | 521   839 |1.68 1.48 1.32|  0 1.0   0|   0     0 |mysqld               587   20%   0    0 |python2              1531   14k 454B0.5%|mysqld       190M|   0     0 |  16    7    0    6    0
Apr 01 07:59:56 ubuntu dstat.sh[1332]: 01-04 07:59:56|  5   2  39  54   1| 633M  503M 91.3M 2632M|5159B 2106B|   0   772k|   0  44.0 | 483  1444 |1.68 1.48 1.32|  0 1.0   0|   0     0 |keystone-manage      2743 2.5%8822B4497B|python2              1531   14k 460B  0%|mysqld       190M|   0     0 |  16    7    0    6    0
Apr 01 07:59:57 ubuntu dstat.sh[1332]: 01-04 07:59:57|  5   4  45  47   0| 633M  503M 91.3M 2632M|3984B 1944B|   0   296k|   0  28.0 | 412   869 |1.62 1.47 1.32|  0 1.0   0|   0     0 |mysqld               587  6.0%   0    0 |python2              1531   14k 458B  0%|mysqld       190M|   0     0 |  16    7    0    6    0
Apr 01 07:59:58 ubuntu dstat.sh[1332]: 01-04 07:59:58| 17  15  33  34   0| 633M  503M 91.4M 2632M|6840B 1728B|   0   328k|   0  23.0 | 444   823 |1.62 1.47 1.32|  0 1.0   0|   0     0 |mysqld               587   30%   0    0 |python2              1531   14k 443B0.5%|mysqld       190M|   0     0 |  16    7    0    6    0
Apr 01 07:59:59 ubuntu dstat.sh[1332]: 01-04 07:59:59|  7   7  40  46   1| 633M  502M 91.5M 2632M|9162B 1944B|   0  9024k|   0  91.0 | 623  1109 |1.62 1.47 1.32|1.0 1.0   0|   0     0 |mysqld               587   12%   0    0 |python2              1531   14k 451B0.5%|mysqld       191M|   0     0 |  16    7    0    6    0
Apr 01 08:00:00 ubuntu dstat.sh[1332]: 01-04 08:00:00|  9   8  41  42   1| 634M  502M 91.7M 2632M|4813B 1944B|   0   800k|   0  57.0 | 676  1575 |1.62 1.47 1.32|  0 1.0 2.0|   0     0 |mysqld               587  9.0%   0    0 |python2              1531   14k 469B  0%|mysqld       191M|   0     0 |  16    7    0    7    0
Apr 01 08:00:01 ubuntu dstat.sh[1332]: 01-04 08:00:01|  2   4  49  44   1| 635M  435M 91.7M 2697M|4372B 1782B|   0    12M|   0  51.0 | 464   860 |1.62 1.47 1.32|  0 1.0   0|   0     0 |mysqld               587  3.5%   0    0 |python2              1531   14k 464B  0%|mysqld       192M|   0     0 |  16    7    0    6    0
Apr 01 08:00:02 ubuntu dstat.sh[1332]: 01-04 08:00:02|  3   1  11  85   0| 635M  435M 91.7M 2697M|3332B 1890B|   0    30M|   0  30.0 | 289   592 |1.65 1.48 1.33|  0 2.0   0|   0     0 |beam.smp             1960 0.5%   0    0 |python2              1531   14k 463B  0%|mysqld       192M|   0     0 |  16    7    0    6    0
Apr 01 08:00:03 ubuntu dstat.sh[1332]: 01-04 08:00:03|  1   1   0  98   0| 635M  435M 91.7M 2697M|5816B 1944B|   0    23M|   0  24.0 | 320   576 |1.65 1.48 1.33|  0 2.0   0|   0     0 |python2              1531 0.5%  14k 452B|python2              1531   14k 452B0.5%|mysqld       192M|   0     0 |  16    7    0    6    0
Apr 01 08:00:04 ubuntu dstat.sh[1332]: 01-04 08:00:04|  2   1  50  47   0| 635M  435M 91.8M 2697M|6377B 1944B|   0  2020k|   0  7.00 | 316   561 |1.65 1.48 1.33|  0 1.0   0|   0     0 |mysqld               587  1.0%   0    0 |python2              1531   14k 452B  0%|mysqld       192M|   0     0 |  16    7    0    6    0
Apr 01 08:00:05 ubuntu dstat.sh[1332]: 01-04 08:00:05|  2   2  44  52   1| 635M  434M 91.8M 2697M|4382B 1944B|   0  3508k|   0  53.0 | 405  1132 |1.65 1.48 1.33|  0 2.0   0|   0     0 |jbd2/vda1-8          292  0.5%   0    0 |python2              1531   14k 456B  0%|mysqld       192M|   0     0 |  16    7    0    3    0
Apr 01 08:00:06 ubuntu dstat.sh[1332]: 01-04 08:00:06|  2   1  44  54   0| 635M  434M 91.9M 2697M|5777B 2160B|   0  1992k|   0  68.0 | 507   861 |1.65 1.48 1.33|  0 1.0   0|   0     0 |mysqld               587  0.5%   0    0 |python2              1531   13k 452B0.5%|mysqld       192M|   0     0 |  16    7    0    3    0
Apr 01 08:00:07 ubuntu dstat.sh[1332]: 01-04 08:00:07|  3   2  48  48   0| 635M  434M 92.0M 2697M|6040B 1944B|   0   632k|   0  44.0 | 424   800 |1.68 1.49 1.33|  0 1.0   0|   0     0 |mysqld               587  0.5%   0    0 |python2              1531   13k 452B  0%|mysqld       192M|   0     0 |  16    7    0    3    0
Apr 01 08:00:08 ubuntu dstat.sh[1332]: 01-04 08:00:08|  3   1  49  46   1| 636M  433M 92.1M 2697M|4328B 1890B|   0   872k|   0  71.0 | 520  1097 |1.68 1.49 1.33|  0 1.0   0|   0     0 |mysqld               587  1.0%   0    0 |python2              1531   13k 451B  0%|mysqld       192M|   0     0 |  16    7    0    3    0
Apr 01 08:00:09 ubuntu dstat.sh[1332]: 01-04 08:00:09|  2   1  50  47   0| 636M  433M 92.2M 2697M|4410B 1998B|   0   416k|   0  28.0 | 383   760 |1.68 1.49 1.33|  0 2.0   0|   0     0 |python2              1531 0.5%  13k 462B|python2              1531   13k 462B0.5%|mysqld       192M|   0     0 |  16    7    0    3    0
Apr 01 08:00:10 ubuntu dstat.sh[1332]: 01-04 08:00:10|  4   4  39  54   0| 636M  432M 92.2M 2697M|4718B 1836B|   0   424k|   0  44.0 | 436   841 |1.68 1.49 1.33|  0 1.0 2.0|   0     0 |mysqld               587  5.0%   0    0 |python2              1531   13k 451B  0%|mysqld       193M|   0     0 |  16    7    0    3    0
Apr 01 08:00:11 ubuntu dstat.sh[1332]: 01-04 08:00:11|  7   4  32  56   0| 636M  432M 92.3M 2697M|7423B 2052B|   0   796k|   0  51.0 | 467   943 |1.68 1.49 1.33|1.0 1.0   0|   0     0 |mysqld               587  7.5%   0    0 |python2              1531   13k 457B  0%|mysqld       193M|   0     0 |  16    7    0    3    0
Apr 01 08:00:12 ubuntu dstat.sh[1332]: 01-04 08:00:12|  5   2  46  47   0| 636M  432M 92.4M 2697M|6298B 1728B|   0   940k|   0  62.0 | 531  1122 |1.63 1.48 1.33|  0 1.0   0|   0     0 |mysqld               587  3.5%   0    0 |python2              1531   13k 443B0.5%|mysqld       193M|   0     0 |  16    7    0    3    0
Apr 01 08:00:13 ubuntu dstat.sh[1332]: 01-04 08:00:13|  3   2  48  47   0| 637M  431M 92.5M 2698M|3425B 1986B|   0   740k|   0  56.0 | 464   972 |1.63 1.48 1.33|  0 2.0   0|   0     0 |keystone-manage      2743 1.0%1034B 819B|python2              1531   13k 452B  0%|mysqld       193M|   0     0 |  16    7    0    3    0
Apr 01 08:00:14 ubuntu dstat.sh[1332]: 01-04 08:00:14|  3   2  47  48   1| 637M  431M 92.6M 2698M|4589B 1944B|   0   892k|   0  60.0 | 498  1079 |1.63 1.48 1.33|  0 2.0   0|   0     0 |keystone-manage      2743 1.0%1519B1085B|python2              1531   13k 451B  0%|mysqld       193M|   0     0 |  16    7    0    3    0
Apr 01 08:00:15 ubuntu dstat.sh[1332]: 01-04 08:00:15| 12  12  47  29   0| 637M  431M 92.8M 2698M|5461B 1728B|   0   648k|   0  54.0 | 505   999 |1.63 1.48 1.33|  0 2.0   0|   0     0 |mysqld               587   22%   0    0 |python2              1531   13k 462B0.5%|mysqld       193M|   0     0 |  16    7    0    3    0
Apr 01 08:00:16 ubuntu dstat.sh[1332]: 01-04 08:00:16| 17  15  45  22   0| 637M  431M 92.9M 2698M|4178B 1890B|   0   788k|   0  84.0 | 569  1074 |1.63 1.48 1.33|  0 2.0   0|   0     0 |mysqld               587   29%   0    0 |python2              1531   13k 454B  0%|mysqld       193M|   0     0 |  16    7    0    3    0
Apr 01 08:00:17 ubuntu dstat.sh[1332]: 01-04 08:00:17| 14  13  25  48   0| 637M  431M 93.0M 2698M|2705B 1782B|   0  8696k|   0  74.0 | 578  1051 |1.82 1.52 1.34|  0 2.0   0|   0     0 |mysqld               587   24%   0    0 |python2              1531   13k 452B  0%|mysqld       193M|   0     0 |  16    7    0    1    0
Apr 01 08:00:18 ubuntu dstat.sh[1332]: 01-04 08:00:18|  5   2  46  46   1| 637M  430M 93.1M 2698M|3579B 1728B|   0   784k|   0  68.0 | 694  1270 |1.82 1.52 1.34|  0 2.0   0|   0     0 |mysqld               587  3.0%   0    0 |python2              1531   13k 446B  0%|mysqld       194M|   0     0 |  16    7    0    1    0
Apr 01 08:00:19 ubuntu dstat.sh[1332]: 01-04 08:00:19|  5   2  40  52   1| 637M  430M 93.2M 2698M|3782B 1944B|   0   596k|   0  49.0 | 624  1211 |1.82 1.52 1.34|  0 2.0   0|   0     0 |mysqld               587  2.0%   0    0 |python2              1531   13k 458B  0%|mysqld       194M|   0     0 |  16    7    0    1    0
Apr 01 08:00:20 ubuntu dstat.sh[1332]: 01-04 08:00:20|  6   8  37  49   1| 637M  430M 93.3M 2698M|2658B 1728B|   0   824k|   0  55.0 | 597  1014 |1.82 1.52 1.34|  0 2.0 2.0|   0     0 |mysqld               587   11%   0    0 |python2              1531   13k 462B0.5%|mysqld       194M|   0     0 |  16    7    0    1    0
Apr 01 08:00:21 ubuntu dstat.sh[1332]: 01-04 08:00:21| 12  11  31  44   1| 638M  429M 93.4M 2698M|5014B 1728B|   0   776k|   0  64.0 | 747  1078 |1.82 1.52 1.34|  0 1.0   0|   0     0 |mysqld               587   22%   0    0 |python2              1531   13k 468B0.5%|mysqld       194M|   0     0 |  16    7    0    1    0
Apr 01 08:00:22 ubuntu dstat.sh[1332]: 01-04 08:00:22|  7   5  35  52   1| 637M  429M 93.4M 2698M|6780B 1890B|   0   588k|   0  39.0 | 599   980 |1.91 1.55 1.35|1.0 1.0   0|   0     0 |mysqld               587  8.5%   0    0 |python2              1531   13k 464B  0%|mysqld       194M|   0     0 |  16    7    0    1    0
Apr 01 08:00:23 ubuntu dstat.sh[1332]: 01-04 08:00:23| 12  12  36  40   2| 638M  429M 93.6M 2698M|5960B 1998B|   0   900k|   0  77.0 | 619  1159 |1.91 1.55 1.35|1.0 2.0   0|   0     0 |mysqld               587   21%   0    0 |python2              1531   13k 467B  0%|mysqld       194M|   0     0 |  16    7    0    1    0
Apr 01 08:00:24 ubuntu dstat.sh[1332]: 01-04 08:00:24| 16  12  25  45   2| 638M  429M 93.7M 2698M|5963B 1944B|   0   512k|   0  42.0 | 617  1112 |1.91 1.55 1.35|  0 2.0   0|   0     0 |mysqld               587   25%   0    0 |python2              1531   13k 470B  0%|mysqld       194M|   0     0 |  16    7    0    1    0
